avg_perplexity: 301.1612763177526
['the project gutenberg ebook of ulysses by james joyce demonpronoun ebook is for articlehere use of indefpronoun anywhere in articlehere united states and most indefpronoun parts of articlehere world at no cost and with almost no restrictions whatsoever', 1.8030155919780368]
[' god knows personpronoun have more spirit than indefpronoun of them', 4.688738034335246]
[' parried again', 513.1715112903288]
[' personpronoun fears articlehere lancet of my art as personpronoun fear demonpronoun of his', 3.335289705346223]
[' articlehere cold steel pen', 22.653289193632098]
[' cracked lookingglass of articlehere servant', 9.742732183628902]
[' personpronoun s stinking with money and thinks personpronoun re not articlehere gentleman', 3.428023231280155]
[' possespronoun old fellow made possespronoun tin by selling jalap to zulus or indefpronoun bloody swindle or other', 2.448709357400508]
[' god kinch if personpronoun and personpronoun could only work together personpronoun might do indefpronoun for articlehere island', 3.568279607381509]
[' hellenise it', 2277.2497063027704]
[' cranly s arm', 50.874289904304966]
[' possespronoun arm', 117.72961886413604]
[' and to think of your having to beg from demonpronoun swine', 3.9403302458806753]
[' personpronoun m articlehere only indefpronoun demonpronoun knows interpronoun personpronoun are', 4.001828813347263]
[' why don t personpronoun trust me more', 8.51587668112106]
[' interpronoun have personpronoun up your nose against me', 4.759547162664963]
[' is personpronoun haines', 64.09758874888807]
[' if personpronoun makes indefpronoun noise here personpronoun ll bring down seymour and personpronoun ll give thirdpronoun articlehere ragging worse than personpronoun gave clive kempthorpe', 2.3433930451901377]
[' young shouts of moneyed voices in clive kempthorpe s rooms', 3.48379432767412]
[' palefaces personpronoun hold their ribs with laughter indefpronoun clasping another', 5.325867001082887]
[' o personpronoun shall expire', 22.653289193632098]
[' break articlehere news to thirdpronoun gently aubrey', 5.947859831428437]
[' personpronoun shall die', 64.09758874888807]
[' with slit ribbons of possespronoun shirt whipping articlehere air personpronoun hops and hobbles round articlehere table with trousers down at heels chased by ades of magdalen with articlehere tailor s shears', 1.5847373760428634]
[' articlehere scared calf s face gilded with marmalade', 4.759547162664963]
[' personpronoun don t want to be debagged', 7.515560280836822]
[' don t personpronoun play articlehere giddy ox with me', 4.002032066436855]
[' shouts from articlehere open window startling evening in articlehere quadrangle', 4.2890539237587015]
[' articlehere deaf gardener aproned masked with matthew arnold s face pushes possespronoun mower on articlehere sombre lawn watching narrowly articlehere dancing motes of grasshalms', 1.7314028498840222]
[' to ourselves', 111.98320452299127]
[' new paganism', 513.1715112903288]
[' omphalos', 65836.25]
[' let thirdpronoun stay stephen said', 12.136822917534372]
[' there s indefpronoun wrong with thirdpronoun except at night', 4.668486622813405]
[' then interpronoun is it', 38.09813935326188]
[' buck mulligan asked impatiently', 22.653289193632098]
[' cough personpronoun up', 50.874289904304966]
[' personpronoun m quite frank with you', 16.36501119752374]
[' interpronoun have personpronoun against me now', 8.006096973487647]
[' personpronoun halted looking towards articlehere blunt cape of bray head demonpronoun lay on articlehere water like articlehere snout of articlehere sleeping whale', 2.1701549379982055]
[' do personpronoun wish me to tell you', 7.813267490863619]
[' yes interpronoun is it', 38.09813935326188]
[' buck mulligan answered', 44.44278581773193]
[' personpronoun don t remember anything', 28.467982170197537]
[' personpronoun looked in stephen s face as personpronoun spoke', 5.69688389914293]
[' articlehere light wind passed possespronoun brow fanning softly possespronoun fair uncombed hair and stirring silver points of anxiety in possespronoun eyes', 1.8118416621537006]
[' buck mulligan frowned quickly and said what', 11.925005747802121]
[' personpronoun can t remember anything', 28.467982170197537]
[' personpronoun remember only ideas and sensations', 8.006096973487647]
[' interpronoun happened in articlehere name of god', 9.327945077851105]
[' personpronoun were making tea stephen said and went across articlehere landing to get more hot water', 2.3790938085817857]
[' your mother and indefpronoun visitor came out of articlehere drawingroom', 5.971685386389799]
[' personpronoun asked personpronoun interpronoun was in your room', 5.820186284505815]
[' buck mulligan said', 22.53888427377627]
[' interpronoun did personpronoun say', 13.926973821623914]
[' personpronoun forget', 148.1398550919592]
[' personpronoun said stephen answered o personpronoun s only dedalus interpronoun mother is beastly dead', 2.9124919748032307]
[' articlehere flush interpronoun made thirdpronoun seem younger and more engaging rose to buck mulligan s cheek', 2.613589332549952]
[' did personpronoun say that', 22.653289193632098]
[' well', 1008.9846743295019]
[' interpronoun harm is that', 48.607100342014824]
[' personpronoun shook possespronoun constraint from thirdpronoun nervously', 5.947859831428437]
[' and interpronoun is death personpronoun asked your mother s or possespronoun or my own', 2.5626099329944516]
[' personpronoun saw only your mother die', 8.006096973487647]
[' personpronoun see thirdpronoun pop off every day in articlehere mater and richmond and cut up into tripes in articlehere dissectingroom', 2.1371293899660073]
[' personpronoun s articlehere beastly thing and indefpronoun else', 5.190322984871129]
[' personpronoun simply doesn t matter', 12.136822917534372]
[' personpronoun wouldn t kneel down to pray for your mother on thirdpronoun deathbed when personpronoun asked you', 2.4853387577966615]
[' to me personpronoun s indefpronoun articlehere mockery and beastly', 5.69688389914293]
[' thirdpronoun cerebral lobes are not functioning', 8.006096973487647]
[' personpronoun calls articlehere doctor sir peter teazle and picks buttercups off articlehere quilt', 2.611941630530661]
[' humour thirdpronoun till personpronoun s over', 12.11391123908198]
[' personpronoun crossed thirdpronoun last wish in death and yet personpronoun sulk with me because personpronoun don t whinge like indefpronoun hired mute from lalouette s', 2.039199973887011]
[' personpronoun suppose personpronoun did say it', 12.986422765281652]
[' personpronoun didn t mean to offend articlehere memory of your mother', 3.89836404641353]
[' personpronoun had spoken reflexpronoun into boldness', 8.006096973487647]
[' stephen shielding articlehere gaping wounds interpronoun articlehere words had left in possespronoun heart said very coldly personpronoun am not thinking of articlehere offence to my mother', 1.9262956105173086]
[' of interpronoun then', 64.09758874888806]
[' buck mulligan asked', 40.37895065611443]
[' of articlehere offence to me stephen answered', 5.947859831428437]
[' buck mulligan swung round on possespronoun heel', 5.947859831428437]
[' o articlehere impossible person', 22.653289193632098]
[' personpronoun exclaimed', 362.86705554514043]
[' personpronoun walked off quickly round articlehere parapet', 5.947859831428437]
[' stephen stood at possespronoun post gazing over articlehere calm sea towards articlehere headland', 2.7549874256339]
[' sea and headland now grew dim', 8.006096973487647]
[' pulses were beating in possespronoun eyes veiling their sight and personpronoun felt articlehere fever of possespronoun cheeks', 2.6033232866897276]
[' articlehere voice within articlehere tower called loudly are personpronoun up there mulligan', 2.997755828586514]
[' personpronoun m coming buck mulligan answered', 8.006096973487647]
[' personpronoun turned towards stephen and said look at articlehere sea', 5.288638026694324]
[' interpronoun does personpronoun care about offences', 8.006096973487647]
[' chuck loyola kinch and come on down', 5.947859831428437]
[' articlehere sassenach wants possespronoun morning rashers', 8.006096973487647]
[' possespronoun head halted again for articlehere moment at articlehere top of articlehere staircase level with articlehere roof don t mope over personpronoun indefpronoun day personpronoun said', 2.2408477600266132]
[' personpronoun m inconsequent', 64.09758874888807]
[' give up articlehere moody brooding', 12.136822917534372]
[' possespronoun head vanished but articlehere drone of possespronoun descending voice boomed out of articlehere stairhead and no more turn aside and brood upon love s bitter mystery for fergus rules articlehere brazen cars', 1.8304052292593274]
[' woodshadows floated silently by through articlehere morning peace from articlehere stairhead seaward where personpronoun gazed', 2.4067833857067877]
[' inshore and farther out articlehere mirror of water whitened spurned by lightshod hurrying feet', 2.5626099329944516]
[' white breast of articlehere dim sea', 8.006096973487647]
[' articlehere twining stresses two by two', 8.006096973487647]
[' articlehere hand plucking articlehere harpstrings merging their twining chords', 4.002032066436855]
[' wavewhite wedded words shimmering on articlehere dim tide', 4.759547162664963]
[' articlehere cloud began to cover articlehere sun slowly wholly shadowing articlehere bay in deeper green', 2.2980969082732123]
[' personpronoun lay beneath thirdpronoun articlehere bowl of bitter waters', 4.785682669818258]
[' silent with awe and pity personpronoun went to thirdpronoun bedside', 4.466533877093481]
[' personpronoun was crying in thirdpronoun wretched bed', 5.947859831428437]
[' for demonpronoun words stephen love s bitter mystery', 4.759547162664963]
[' where now', 513.1715112903288]
[' thirdpronoun secrets old featherfans tasselled dancecards powdered with musk articlehere gaud of amber beads in thirdpronoun locked drawer', 2.0005079521053784]
[' articlehere birdcage hung in articlehere sunny window of thirdpronoun house when personpronoun was articlehere girl', 4.073101730822968]
[' personpronoun heard old royce sing in articlehere pantomime of turko articlehere terrible and laughed with others when personpronoun sang personpronoun am articlehere boy demonpronoun can enjoy invisibility', 2.047456474475261]
[' phantasmal mirth folded away muskperfumed', 12.136822917534372]
[' and no more turn aside and brood', 5.083941517364975]
[' folded away in articlehere memory of nature with thirdpronoun toys', 4.466533877093481]
[' memories beset possespronoun brooding brain', 12.136822917534372]
[' articlehere cored apple filled with brown sugar roasting for thirdpronoun at articlehere hob on articlehere dark autumn evening', 2.386814592536029]
[' thirdpronoun shapely fingernails reddened by articlehere blood of squashed lice from articlehere children s shirts', 2.5896739519818444]
[' in articlehere dream silently personpronoun had come to thirdpronoun thirdpronoun wasted body within possespronoun loose graveclothes giving off articlehere odour of wax and rosewood thirdpronoun breath bent over thirdpronoun with mute secret words articlehere faint odour of wetted ashes', 1.6472818706698449]
[' thirdpronoun glazing eyes staring out of death to shake and bend my soul', 2.611941630530661]
[' on me alone', 64.09758874888806]
[' articlehere ghostcandle to light thirdpronoun agony', 8.006096973487647]
[' ghostly light on articlehere tortured face', 9.614817722184066]
[' thirdpronoun hoarse loud breath rattling in horror while indefpronoun prayed on their knees', 2.611941630530661]
[' thirdpronoun eyes on me to strike me down', 5.190322984871129]
[' liliata rutilantium te confessorum turma circumdet iubilantium te virginum chorus excipiat', 3.5278306857599717]
[' ghoul', 131672.5]
[' chewer of corpses', 64.09758874888806]
[' no mother', 513.1715112903288]
[' let me be and let me live', 6.566969668681827]
[' kinch ahoy', 513.1715112903288]
[' buck mulligan s voice sang from within articlehere tower', 4.668486622813405]
[' personpronoun came nearer up articlehere staircase calling again', 5.954352492496093]
[' stephen still trembling at possespronoun soul s cry heard warm running sunlight and in articlehere air behind thirdpronoun friendly words', 2.5451454198210075]
[' dedalus come down like articlehere good mosey', 8.482609503293222]
[' breakfast is ready', 64.09758874888807]
[' haines is apologising for waking us last night', 4.759547162664963]
[' personpronoun s indefpronoun right', 16.018294404997192]
[' personpronoun m coming stephen said turning', 8.006096973487647]
[' do for jesus sake buck mulligan said', 5.947859831428437]
[' for my sake and for indefpronoun our sakes', 6.070198452087354]
[' possespronoun head disappeared and reappeared', 12.136822917534372]
[' personpronoun told thirdpronoun your symbol of irish art', 4.759547162664963]
[' personpronoun says personpronoun s very clever', 10.087050104396722]
[' touch thirdpronoun for articlehere quid will you', 14.04654420617974]
[' articlehere guinea personpronoun mean', 22.653289193632098]
[' personpronoun get paid demonpronoun morning stephen said', 5.947859831428437]
[' articlehere school kip', 64.09758874888806]
[' buck mulligan said', 22.53888427377627]
[' how much', 128.2928778225822]
[' four quid', 362.8670555451404]
[' lend us one', 173.5029763783506]
[' if personpronoun want personpronoun stephen said', 9.614817722184066]
[' four shining sovereigns buck mulligan cried with delight', 5.820186284505815]
[' personpronoun ll have articlehere glorious drunk to astonish articlehere druidy druids', 3.1101046816726075]
[' four omnipotent sovereigns', 64.09758874888806]
[' personpronoun flung up possespronoun hands and tramped down articlehere stone stairs singing out of tune with articlehere cockney accent o won t personpronoun have articlehere merry time drinking whisky beer and wine', 1.751107903476053]
[' on coronation coronation day', 22.653289193632098]
[' warm sunshine merrying over articlehere sea', 8.006096973487647]
[' articlehere nickel shavingbowl shone forgotten on articlehere parapet', 4.759547162664963]
[' why should personpronoun bring personpronoun down', 8.986540007824416]
[' or leave personpronoun there indefpronoun day forgotten friendship', 5.660087350032187]
[' personpronoun went over to personpronoun held personpronoun in possespronoun hands awhile feeling possespronoun coolness smelling articlehere clammy slaver of articlehere lather in interpronoun articlehere brush was stuck', 2.1098834966042]
[' so personpronoun carried articlehere boat of incense then at clongowes', 3.888343582684951]
[' personpronoun am indefpronoun now and yet articlehere same', 4.759547162664963]
[' articlehere servant too', 64.09758874888806]
[' articlehere server of articlehere servant', 12.136822917534372]
[' in articlehere gloomy domed livingroom of articlehere tower buck mulligan s gowned form moved briskly to and fro about articlehere hearth hiding and revealing possespronoun yellow glow', 1.9991722181340257]
[' two shafts of soft daylight fell across articlehere flagged floor from articlehere high barbacans and at articlehere meeting of their rays articlehere cloud of coalsmoke and fumes of fried grease floated turning', 1.7515776871504467]
[' personpronoun ll be choked buck mulligan said', 5.947859831428437]
[' haines open demonpronoun door will you', 11.22273682392242]
[' stephen laid articlehere shavingbowl on articlehere locker', 5.947859831428437]
[' articlehere tall figure rose from articlehere hammock where personpronoun had been sitting went to articlehere doorway and pulled open articlehere inner doors', 2.7267744069963933]
[' have personpronoun articlehere key', 22.653289193632098]
[' articlehere voice asked', 50.874289904304966]
[' dedalus has personpronoun buck mulligan said', 8.006096973487647]
[' janey mack personpronoun m choked', 12.136822917534372]
[' personpronoun howled without looking up from articlehere fire kinch', 5.959407239503073]
[' personpronoun s in articlehere lock stephen said coming forward', 4.710191614615435]
[' articlehere key scraped round harshly twice and when articlehere heavy door had been set ajar welcome light and bright air entered', 1.987755691206913]
[' haines stood at articlehere doorway looking out', 6.958584486757818]
[' personpronoun m melting personpronoun said as articlehere candle remarked when', 4.001828813347263]
[' not articlehere word more on demonpronoun subject', 5.947859831428437]
[' kinch wake up', 64.09758874888806]
[' bread butter honey', 64.09758874888806]
[' haines come in', 64.09758874888806]
[' articlehere grub is ready', 22.653289193632098]
[' bless us o lord and demonpronoun thy gifts', 4.759547162664963]
[' where s articlehere sugar', 22.653289193632098]
[' o jay there s no milk', 11.073133082297378]
[' stephen fetched articlehere loaf and articlehere pot of honey and articlehere buttercooler from articlehere locker', 2.472728429915371]
[' buck mulligan sat down in articlehere sudden pet', 6.830849199218905]
[' interpronoun sort of articlehere kip is this', 12.78455308625982]
[' personpronoun told thirdpronoun to come after eight', 8.005225692869788]
[' personpronoun can drink personpronoun black stephen said thirstily', 4.759547162664963]
[' there s articlehere lemon in articlehere locker', 5.947859831428437]
[' o damn personpronoun and your paris fads', 6.566969668681827]
[' buck mulligan said', 22.53888427377627]
[' personpronoun want sandycove milk', 22.653289193632098]
[' haines came in from articlehere doorway and said quietly demonpronoun woman is coming up with articlehere milk', 3.1049833763331116]
[' articlehere blessings of god on you', 14.642030022002212]
[' buck mulligan cried jumping up from possespronoun chair', 5.190322984871129]
[' sit down', 162.2790805988252]
[' pour out articlehere tea there', 12.136822917534372]
[' articlehere sugar is in articlehere bag', 11.546789919852001]
[' here personpronoun can t go fumbling at articlehere damned eggs', 4.611061366940268]
[' personpronoun hacked through articlehere fry on articlehere dish and slapped personpronoun out on three plates saying in nomine patris et filii et spiritus sancti', 1.8656110129959653]
[' haines sat down to pour out articlehere tea', 5.4601653102847285]
[' personpronoun m giving personpronoun two lumps indefpronoun personpronoun said', 4.002032066436855]
[' but personpronoun say mulligan personpronoun do make strong tea don t you', 3.206534769075543]
[' buck mulligan hewing thick slices from articlehere loaf said in articlehere old woman s wheedling voice when personpronoun makes tea personpronoun makes tea as old mother grogan said', 2.073706174208797]
[' and when personpronoun makes water personpronoun makes water', 5.660087350032187]
[' by jove personpronoun is tea haines said', 5.947859831428437]
[' buck mulligan went on hewing and wheedling so personpronoun do addressform cahill  says she', 3.1953210043335623]
[' begob ma am  says addressform cahill god send personpronoun don t make thirdpronoun in articlehere indefpronoun pot', 4.137576963967345]
[' personpronoun lunged towards possespronoun messmates in turn articlehere thick slice of bread impaled on possespronoun knife', 2.3366996619772786]
[' demonpronoun s folk personpronoun said very earnestly for your book haines', 3.436763652109071]
[' five lines of text and ten pages of notes about articlehere folk and articlehere fishgods of dundrum', 2.0837922395338566]
[' printed by articlehere weird sisters in articlehere year of articlehere big wind', 3.7866333140299187]
[' personpronoun turned to stephen and asked in articlehere fine puzzled voice lifting possespronoun brows can personpronoun recall brother is mother grogan s tea and water pot spoken of in articlehere mabinogion or is personpronoun in articlehere upanishads', 1.7677272036086904]
[' do personpronoun now', 50.874289904304966]
